player_count,strategy,appearances,wins,win_rate,total_games,avg_turns,max_turns_observed,first_player_win_rate,no_winner_rate
3,random,18000,860,0.04777777777777778,30000,142.8291,378,0.3389,0.0
3,furthest,18000,5637,0.31316666666666665,30000,142.8291,378,0.3389,0.0
3,double_capture_furthest,18000,8836,0.4908888888888889,30000,142.8291,378,0.3389,0.0
3,capture_double_furthest,18000,8799,0.48883333333333334,30000,142.8291,378,0.3389,0.0
3,conservative,18000,5868,0.326,30000,142.8291,378,0.3389,0.0
