player_count,strategy,appearances,wins,win_rate,total_games,avg_turns,max_turns_observed,first_player_win_rate,no_winner_rate
4,random,120000,1860,0.0155,150000,233.37675333333334,793,0.25755333333333336,0.0
4,furthest,120000,33415,0.2784583333333333,150000,233.37675333333334,793,0.25755333333333336,0.0
4,double_capture_furthest,120000,44368,0.36973333333333336,150000,233.37675333333334,793,0.25755333333333336,0.0
4,capture_double_furthest,120000,42435,0.353625,150000,233.37675333333334,793,0.25755333333333336,0.0
4,conservative,120000,27922,0.23268333333333333,150000,233.37675333333334,793,0.25755333333333336,0.0
