player_count,strategy,appearances,wins,win_rate,total_games,avg_turns,max_turns_observed,first_player_win_rate,no_winner_rate
3,random,180000,8480,0.04711111111111111,300000,144.53668333333334,407,0.3422766666666667,0.0
3,furthest,180000,56699,0.31499444444444447,300000,127.09637777777778,328,0.3422766666666667,0.0
3,double_capture_furthest,180000,87731,0.48739444444444446,300000,146.7620611111111,455,0.3422766666666667,0.0
3,capture_double_furthest,180000,88230,0.49016666666666664,300000,150.34429444444444,455,0.3422766666666667,0.0
3,conservative,180000,58860,0.327,300000,145.16913333333332,422,0.3422766666666667,0.0
